Wavelength (nm),Reflectance (%
1806,0.912245145
1807,0.915643547
1808,0.913991013
1809,0.910386044
1810,0.91176645
1811,0.906576018
1812,0.911890096
1813,0.910857086
1814,0.910078553
1815,0.909347284
1816,0.907511557
1817,0.911767014
1818,0.902481333
1819,0.901145734
1820,0.914329045
1821,0.911890288
1822,0.914151237
1823,0.91465637
1824,0.909075207
1825,0.919199948
1826,0.919836922
1827,0.908295184
1828,0.906863925
1829,0.907677074
1830,0.912296458
1831,0.909541622
1832,0.913202293
1833,0.907083282
1834,0.909222673
1835,0.90790948
1836,0.911454114
1837,0.913936568
1838,0.898408263
1839,0.909915976
1840,0.900595494
1841,0.920571558
1842,0.913934932
1843,0.916145659
1844,0.909643688
1845,0.899561154
1846,0.902081868
1847,0.916672781
1848,0.913159484
1849,0.907493737
1850,0.917592245
1851,0.910585386
1852,0.905003374
1853,0.925658756
1854,0.914893545
1855,0.909604531
1856,0.925296093
1857,0.909891655
1858,0.899226538
1859,0.919737863
1860,0.915714132
1861,0.912741659
1862,0.915096296
1863,0.916801095
1864,0.91858688
1865,0.896335192
1866,0.898891169
1867,0.932629495
1868,0.914871802
1869,0.907263406
1870,0.918830941
1871,0.90758452
1872,0.921761925
1873,0.919617375
1874,0.917528944
1875,0.909870286
1876,0.91819623
1877,0.913359166
1878,0.917529063
1879,0.912621411
1880,0.915163078
1881,0.918070718
1882,0.911084161
1883,0.915002826
1884,0.913895518
1885,0.911660956
1886,0.916304435
1887,0.910195136
1888,0.914927472
1889,0.911661556
1890,0.911626285
1891,0.916720777
1892,0.912323595
1893,0.917514474
1894,0.909706238
1895,0.913093725
1896,0.913379716
1897,0.918423188
1898,0.906245733
1899,0.920328951
1900,0.923209596
1901,0.910150721
1902,0.925089387
1903,0.911418498
1904,0.907583772
1905,0.918321633
1906,0.920118729
1907,0.916687218
1908,0.914291849
1909,0.913253705
1910,0.916888566
1911,0.918425635
1912,0.906948715
1913,0.923422583
1914,0.91497693
1915,0.917701866
1916,0.919677143
1917,0.9052225
1918,0.898528113
1919,0.913864084
1920,0.929868207
1921,0.919869751
1922,0.909680573
1923,0.919257278
1924,0.921182616
1925,0.916415914
1926,0.916357987
1927,0.91634675
1928,0.919363683
1929,0.915903672
1930,0.915865981
1931,0.918789885
1932,0.920283313
1933,0.917276486
1934,0.917147006
1935,0.914307007
1936,0.915481089
1937,0.914438977
1938,0.919858338
1939,0.912941144
1940,0.919385265
1941,0.921418141
1942,0.917553729
1943,0.9147019
1944,0.915641181
1945,0.920007937
1946,0.917254704
1947,0.921655743
1948,0.914557435
1949,0.919569796
1950,0.92385206
1951,0.920435563
1952,0.916231358
1953,0.921008715
1954,0.920768901
1955,0.921241596
1956,0.917333563
1957,0.920074566
1958,0.915032971
1959,0.922227629
1960,0.92054437
1961,0.918184174
1962,0.920445837
1963,0.919187419
1964,0.922374259
1965,0.92204231
1966,0.923654142
1967,0.913043772
1968,0.918850666
1969,0.919491935
1970,0.919379095
1971,0.91881531
1972,0.923284372
1973,0.921634679
1974,0.919487642
1975,0.920850292
1976,0.914610526
1977,0.916434997
1978,0.923769869
1979,0.922962771
1980,0.922592599
1981,0.915780554
1982,0.918335919
1983,0.918215928
1984,0.921421891
1985,0.914599621
1986,0.92129984
1987,0.920093897
1988,0.924262424
1989,0.919245121
1990,0.925552551
1991,0.926126243
1992,0.922428389
1993,0.921302445
1994,0.923715255
1995,0.918658323
1996,0.922832187
1997,0.916471777
1998,0.917217243
1999,0.916566185
2000,0.920642072
